name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Run *by* Joji,0.448,0.72,7,-3.954,1,0.0332,0.0427,0.000292,0.614,0.361,157.919,audio_features,3AkdSFo7quCZ781KCqNK0T,spotify:track:3AkdSFo7quCZ781KCqNK0T,https://api.spotify.com/v1/tracks/3AkdSFo7quCZ781KCqNK0T,https://api.spotify.com/v1/audio-analysis/3AkdSFo7quCZ781KCqNK0T,195000,3
Afterthought *by* Joji,0.668,0.547,1,-8.024,1,0.0353,0.398,0.0766,0.0931,0.192,83.5,audio_features,6zvqq50PL7io0rprbkrYc9,spotify:track:6zvqq50PL7io0rprbkrYc9,https://api.spotify.com/v1/tracks/6zvqq50PL7io0rprbkrYc9,https://api.spotify.com/v1/audio-analysis/6zvqq50PL7io0rprbkrYc9,194871,4
Mr. Hollywood *by* Joji,0.717,0.442,6,-8.045,1,0.0415,0.691,5.92e-05,0.0811,0.245,115.01,audio_features,4OxQ9sBdJCndBzQNuGorr7,spotify:track:4OxQ9sBdJCndBzQNuGorr7,https://api.spotify.com/v1/tracks/4OxQ9sBdJCndBzQNuGorr7,https://api.spotify.com/v1/audio-analysis/4OxQ9sBdJCndBzQNuGorr7,202072,4
Like You Do *by* Joji,0.582,0.199,10,-10.045,1,0.0321,0.953,0.00852,0.135,0.0783,66.454,audio_features,1MONUudxAjEk76FJvzGhuD,spotify:track:1MONUudxAjEk76FJvzGhuD,https://api.spotify.com/v1/tracks/1MONUudxAjEk76FJvzGhuD,https://api.spotify.com/v1/audio-analysis/1MONUudxAjEk76FJvzGhuD,240294,4
Where Does The Time Go (feat. Joji) *by* Rich Brian,0.642,0.553,2,-6.573,1,0.0265,0.184,9.79e-06,0.112,0.129,139.925,audio_features,0D7EgPJwNzBTSej80OveHZ,spotify:track:0D7EgPJwNzBTSej80OveHZ,https://api.spotify.com/v1/tracks/0D7EgPJwNzBTSej80OveHZ,https://api.spotify.com/v1/audio-analysis/0D7EgPJwNzBTSej80OveHZ,251289,4
When You Come Home *by* Rich Brian,0.534,0.17,0,-13.658,1,0.0311,0.841,0.000338,0.1,0.0358,105.091,audio_features,5LS5rXcgJrOfxzdEh5xKoJ,spotify:track:5LS5rXcgJrOfxzdEh5xKoJ,https://api.spotify.com/v1/tracks/5LS5rXcgJrOfxzdEh5xKoJ,https://api.spotify.com/v1/audio-analysis/5LS5rXcgJrOfxzdEh5xKoJ,229741,3
DOA *by* Rich Brian,0.603,0.611,0,-7.787,0,0.0478,0.227,0,0.109,0.317,86.001,audio_features,0z0IUtjQGqosN3pEaxwbu8,spotify:track:0z0IUtjQGqosN3pEaxwbu8,https://api.spotify.com/v1/tracks/0z0IUtjQGqosN3pEaxwbu8,https://api.spotify.com/v1/audio-analysis/0z0IUtjQGqosN3pEaxwbu8,161163,4
like i need u *by* keshi,0.748,0.465,5,-8.163,1,0.0869,0.399,0,0.294,0.412,119.872,audio_features,7ivYWXqrPLs66YwakDuSim,spotify:track:7ivYWXqrPLs66YwakDuSim,https://api.spotify.com/v1/tracks/7ivYWXqrPLs66YwakDuSim,https://api.spotify.com/v1/audio-analysis/7ivYWXqrPLs66YwakDuSim,182679,4
Do You Love Me *by* Stephanie Poetri,0.691,0.572,0,-7.745,1,0.0652,0.691,6.34e-06,0.168,0.697,102.018,audio_features,1rbjic9uKr1p6nxnjLDHN6,spotify:track:1rbjic9uKr1p6nxnjLDHN6,https://api.spotify.com/v1/tracks/1rbjic9uKr1p6nxnjLDHN6,https://api.spotify.com/v1/audio-analysis/1rbjic9uKr1p6nxnjLDHN6,144383,4
Ordinary *by* UMI,0.74,0.666,0,-5.082,1,0.0441,0.318,5.4e-05,0.327,0.756,105.978,audio_features,5Xhsf1DLA9j2pVyCbqjkLh,spotify:track:5Xhsf1DLA9j2pVyCbqjkLh,https://api.spotify.com/v1/tracks/5Xhsf1DLA9j2pVyCbqjkLh,https://api.spotify.com/v1/audio-analysis/5Xhsf1DLA9j2pVyCbqjkLh,159907,4
Jam & Butterfly *by* DPR LIVE,0.821,0.769,6,-5.379,0,0.0967,0.174,0.00105,0.0842,0.661,148.017,audio_features,5rZkRaL4AjykFgw49KULyo,spotify:track:5rZkRaL4AjykFgw49KULyo,https://api.spotify.com/v1/tracks/5rZkRaL4AjykFgw49KULyo,https://api.spotify.com/v1/audio-analysis/5rZkRaL4AjykFgw49KULyo,208040,4
The Weekend *by* 88rising,0.784,0.521,1,-5.701,1,0.0322,0.062,4.75e-06,0.0995,0.817,101.491,audio_features,5q3LwAHTqo9d3rET2EA9Nq,spotify:track:5q3LwAHTqo9d3rET2EA9Nq,https://api.spotify.com/v1/tracks/5q3LwAHTqo9d3rET2EA9Nq,https://api.spotify.com/v1/audio-analysis/5q3LwAHTqo9d3rET2EA9Nq,167662,4
Butterfly *by* UMI,0.785,0.27,5,-14.457,1,0.0892,0.255,0.00132,0.0953,0.12,131.894,audio_features,4qkVALwOxCIEZ7I5gkZ3m4,spotify:track:4qkVALwOxCIEZ7I5gkZ3m4,https://api.spotify.com/v1/tracks/4qkVALwOxCIEZ7I5gkZ3m4,https://api.spotify.com/v1/audio-analysis/4qkVALwOxCIEZ7I5gkZ3m4,160500,4
No Blueberries *by* DPR IAN,0.721,0.617,4,-6.178,0,0.0386,0.507,0,0.252,0.902,148.032,audio_features,4lpvCG7eNzHAXwvMxWUNjz,spotify:track:4lpvCG7eNzHAXwvMxWUNjz,https://api.spotify.com/v1/tracks/4lpvCG7eNzHAXwvMxWUNjz,https://api.spotify.com/v1/audio-analysis/4lpvCG7eNzHAXwvMxWUNjz,185107,4
긴 밤 (feat. GIRIBOY) *by* Seori,0.722,0.514,1,-5.709,0,0.0487,0.624,0,0.3,0.59,129.997,audio_features,5YAO57ujV1cs5eubzyOL1E,spotify:track:5YAO57ujV1cs5eubzyOL1E,https://api.spotify.com/v1/tracks/5YAO57ujV1cs5eubzyOL1E,https://api.spotify.com/v1/audio-analysis/5YAO57ujV1cs5eubzyOL1E,210853,4
candy choppa *by* Warren Hue,0.939,0.48,5,-8.162,0,0.198,0.401,0,0.119,0.849,119.975,audio_features,0afkEmqKAiVYI6aMsNhkR6,spotify:track:0afkEmqKAiVYI6aMsNhkR6,https://api.spotify.com/v1/tracks/0afkEmqKAiVYI6aMsNhkR6,https://api.spotify.com/v1/audio-analysis/0afkEmqKAiVYI6aMsNhkR6,147500,4
blue jeans *by* Warren Hue,0.805,0.556,2,-9.103,1,0.123,0.0546,0,0.439,0.707,130.009,audio_features,0FZDkZbyB4ZqFfLAiahoDz,spotify:track:0FZDkZbyB4ZqFfLAiahoDz,https://api.spotify.com/v1/tracks/0FZDkZbyB4ZqFfLAiahoDz,https://api.spotify.com/v1/audio-analysis/0FZDkZbyB4ZqFfLAiahoDz,206682,4
California (feat. Warren Hue) - Acoustic Live Version *by* 88rising,0.726,0.305,10,-9.076,1,0.0353,0.763,0,0.09,0.285,141.996,audio_features,1OguLg5wuuUP95NZnL8mrX,spotify:track:1OguLg5wuuUP95NZnL8mrX,https://api.spotify.com/v1/tracks/1OguLg5wuuUP95NZnL8mrX,https://api.spotify.com/v1/audio-analysis/1OguLg5wuuUP95NZnL8mrX,228506,4
drunk *by* keshi,0.691,0.389,4,-8.247,1,0.0367,0.765,0,0.0941,0.306,104.952,audio_features,6D6HVKe7Qu3imn4zzJD0W9,spotify:track:6D6HVKe7Qu3imn4zzJD0W9,https://api.spotify.com/v1/tracks/6D6HVKe7Qu3imn4zzJD0W9,https://api.spotify.com/v1/audio-analysis/6D6HVKe7Qu3imn4zzJD0W9,227032,4
atlas *by* keshi,0.602,0.491,5,-6.764,1,0.0308,0.661,0,0.113,0.176,119.964,audio_features,0PQK5efczMVIIjScPRZYH5,spotify:track:0PQK5efczMVIIjScPRZYH5,https://api.spotify.com/v1/tracks/0PQK5efczMVIIjScPRZYH5,https://api.spotify.com/v1/audio-analysis/0PQK5efczMVIIjScPRZYH5,171520,4
War With Heaven *by* keshi,0.622,0.671,5,-6.426,1,0.026,0.014,0,0.304,0.572,84.996,audio_features,14gmLQPNYokqB8OKxAp69f,spotify:track:14gmLQPNYokqB8OKxAp69f,https://api.spotify.com/v1/tracks/14gmLQPNYokqB8OKxAp69f,https://api.spotify.com/v1/audio-analysis/14gmLQPNYokqB8OKxAp69f,193373,4
Don't Go Changing *by* 88rising,0.547,0.577,10,-5.623,1,0.03,0.324,0,0.198,0.365,170.715,audio_features,0dNN5wjTkbJnQkOnzh9WUH,spotify:track:0dNN5wjTkbJnQkOnzh9WUH,https://api.spotify.com/v1/tracks/0dNN5wjTkbJnQkOnzh9WUH,https://api.spotify.com/v1/audio-analysis/0dNN5wjTkbJnQkOnzh9WUH,189636,3
Entertain Me *by* Ylona Garcia,0.634,0.741,1,-5.47,1,0.0751,0.0067,0,0.154,0.499,102.988,audio_features,5TclgAYTVdTRLnHvTUhyIP,spotify:track:5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/tracks/5TclgAYTVdTRLnHvTUhyIP,https://api.spotify.com/v1/audio-analysis/5TclgAYTVdTRLnHvTUhyIP,182893,4
All That *by* Ylona Garcia,0.659,0.852,4,-3.904,0,0.109,0.0138,0,0.237,0.378,116.007,audio_features,26JxiEdAfDtRr2m0JaLJ9a,spotify:track:26JxiEdAfDtRr2m0JaLJ9a,https://api.spotify.com/v1/tracks/26JxiEdAfDtRr2m0JaLJ9a,https://api.spotify.com/v1/audio-analysis/26JxiEdAfDtRr2m0JaLJ9a,198610,4
Curious *by* Rich Brian,0.817,0.433,6,-7.26,1,0.0501,0.904,1.52e-06,0.106,0.9,111.059,audio_features,1nbS9XTgYPM9dONkXtDECB,spotify:track:1nbS9XTgYPM9dONkXtDECB,https://api.spotify.com/v1/tracks/1nbS9XTgYPM9dONkXtDECB,https://api.spotify.com/v1/audio-analysis/1nbS9XTgYPM9dONkXtDECB,225499,4
Tequila Sunrise (feat. AUGUST 08 & GoldLink) *by* 88rising,0.8,0.545,0,-6.74,1,0.0765,0.0313,5.07e-05,0.0929,0.458,99.981,audio_features,121bJml1xjrfnZuk2yPsLG,spotify:track:121bJml1xjrfnZuk2yPsLG,https://api.spotify.com/v1/tracks/121bJml1xjrfnZuk2yPsLG,https://api.spotify.com/v1/audio-analysis/121bJml1xjrfnZuk2yPsLG,243332,4
Best Lover *by* 88rising,0.74,0.663,7,-5.393,1,0.272,0.268,0,0.121,0.519,82.004,audio_features,0iWFz0Q5Qha9bx325ocFWq,spotify:track:0iWFz0Q5Qha9bx325ocFWq,https://api.spotify.com/v1/tracks/0iWFz0Q5Qha9bx325ocFWq,https://api.spotify.com/v1/audio-analysis/0iWFz0Q5Qha9bx325ocFWq,152911,4
These Nights *by* 88rising,0.656,0.673,6,-6.588,1,0.0477,0.000317,0.0199,0.28,0.494,83.018,audio_features,5795rPYTG0IWVfSJoptauo,spotify:track:5795rPYTG0IWVfSJoptauo,https://api.spotify.com/v1/tracks/5795rPYTG0IWVfSJoptauo,https://api.spotify.com/v1/audio-analysis/5795rPYTG0IWVfSJoptauo,223007,4
Diamonds + And Pearls *by* DPR LIVE,0.531,0.902,5,-2.886,1,0.111,0.46,6.36e-05,0.124,0.366,94.009,audio_features,314oBdIvnoTPDwSP4zOP8p,spotify:track:314oBdIvnoTPDwSP4zOP8p,https://api.spotify.com/v1/tracks/314oBdIvnoTPDwSP4zOP8p,https://api.spotify.com/v1/audio-analysis/314oBdIvnoTPDwSP4zOP8p,219587,4
